Record_ID,State,Area_Type,Population,Health_Facilities,Doctors_per_1000,Nurses_per_1000,Insurance_Coverage_pct,Immunization_Coverage_pct,Skilled_Birth_Attendance_pct,Out_of_Pocket_Expenditure_pct,Improved_Water_Access_pct,Electricity_Availability_pct,Avg_Travel_Time_to_Facility_min,UHC_Readiness_Index,Readiness_Category
223,Adamawa,Rural,3843338,1148,2.93,4.27,9.6,54.6,54.5,53.4,76.7,40.6,118.9,59.8,Moderate
224,Nasarawa,Rural,754973,540,2.63,3.37,40.3,87.4,39.6,20.8,87.3,97.6,20.0,78.8,High
225,Borno,Urban,3917105,113,3.22,1.36,84.8,51.7,74.6,72.6,36.3,86.9,98.0,71.7,Moderate
226,Jigawa,Rural,1296810,80,0.63,7.1,70.2,63.3,32.0,64.4,41.9,37.0,26.5,56.2,Moderate
227,Sokoto,Urban,4610522,49,2.17,7.6,55.7,69.4,90.9,51.1,36.1,50.3,53.2,76.4,High
228,Katsina,Urban,295815,585,3.46,9.49,31.8,72.1,63.4,79.3,64.7,50.7,25.7,82.7,High
229,Anambra,Urban,4879255,805,0.25,11.9,45.9,85.2,99.0,83.3,36.9,71.9,35.7,69.1,Moderate
230,Kogi,Urban,4773699,395,1.27,10.15,72.2,50.4,70.9,72.4,78.1,92.2,8.2,78.1,High
231,Oyo,Urban,2832786,422,2.94,9.82,82.5,72.0,42.1,22.5,33.9,67.5,7.3,90.6,High
232,Borno,Rural,658439,775,2.83,4.42,16.7,87.3,89.9,23.9,40.2,75.7,21.3,80.3,High
233,Plateau,Rural,1511317,1160,2.48,8.11,50.6,59.9,52.3,83.4,80.5,54.5,78.5,69.8,Moderate
234,Abia,Rural,4810390,76,2.44,11.18,67.3,53.2,70.6,31.4,51.2,74.4,19.6,88.6,High
235,Kogi,Rural,1458341,191,0.68,4.16,69.1,76.1,74.1,26.8,64.2,46.2,13.9,67.5,Moderate
236,Abia,Urban,3287475,907,2.88,8.21,62.5,59.8,30.8,33.6,77.8,47.7,95.5,75.2,High
237,FCT,Urban,3835673,160,2.58,11.64,75.4,69.1,56.1,55.5,37.0,57.9,104.4,79.6,High
238,Bayelsa,Rural,4099489,73,2.81,0.88,3.7,55.4,37.2,42.2,91.3,32.7,13.6,60.0,Moderate
239,Taraba,Rural,2411586,619,1.54,8.02,52.4,65.6,33.7,41.5,97.2,52.3,68.7,67.2,Moderate
240,Oyo,Urban,863585,62,0.87,1.07,49.5,89.6,40.6,43.5,59.5,43.3,81.1,50.0,Low
241,Taraba,Rural,1600896,769,0.76,7.84,83.1,67.9,38.0,71.0,62.5,90.7,35.5,66.0,Moderate
242,Benue,Urban,2933931,1118,3.1,4.75,39.0,55.5,62.1,34.7,48.5,24.9,91.5,68.5,Moderate
243,Zamfara,Urban,4045177,622,1.48,9.2,20.9,43.6,56.7,54.0,96.6,74.3,112.7,61.5,Moderate
244,Ondo,Urban,1452279,443,0.32,10.88,61.3,69.6,92.1,72.0,76.7,69.0,18.8,73.1,Moderate
245,Bauchi,Urban,3305611,1149,2.84,1.95,37.1,98.3,60.0,84.8,73.3,85.9,34.7,71.7,Moderate
246,Niger,Urban,1293189,1170,1.42,4.25,24.9,67.0,90.3,71.1,73.0,61.3,53.3,61.7,Moderate
247,Niger,Rural,3263201,1004,2.08,9.22,80.0,94.6,68.8,26.6,49.7,62.3,44.5,86.9,High
248,Gombe,Urban,4036419,560,2.02,5.94,16.3,63.8,72.7,64.3,57.7,51.3,106.1,59.3,Moderate
249,Cross River,Rural,3767081,667,3.14,0.73,69.8,57.9,49.3,52.0,78.0,27.8,104.9,65.1,Moderate
250,Anambra,Urban,600435,647,0.98,5.29,55.6,51.1,44.6,73.6,81.1,80.0,104.7,53.6,Low
251,Akwa Ibom,Rural,474121,748,2.5,5.14,66.8,70.9,69.2,31.3,90.4,35.9,11.6,82.2,High
252,Edo,Rural,4973108,1139,2.48,3.65,70.4,69.8,73.8,28.1,32.1,49.4,73.3,73.1,Moderate
253,Enugu,Urban,1938376,433,1.26,2.38,76.2,84.2,77.5,38.5,56.7,32.9,70.8,64.5,Moderate
254,Abia,Urban,2167204,635,0.98,5.21,3.7,86.0,83.0,20.6,92.9,71.1,74.1,64.1,Moderate
255,Nasarawa,Urban,111635,1057,2.51,8.66,24.9,92.8,88.8,49.8,45.1,43.9,64.9,77.7,High
256,Jigawa,Rural,2372679,544,3.5,11.61,71.7,73.1,71.0,38.4,77.2,58.1,43.7,98.6,High
257,Nasarawa,Rural,1223813,62,2.31,11.45,56.1,51.1,65.7,35.6,33.9,87.7,98.2,78.5,High
258,FCT,Rural,3057291,1048,2.31,11.97,23.5,64.7,56.8,22.3,78.9,65.2,26.8,83.2,High
259,Edo,Rural,799101,465,1.09,2.45,56.6,72.9,50.3,50.6,81.1,77.3,69.3,58.8,Moderate
260,Bauchi,Rural,1681951,1034,1.28,9.06,27.5,86.5,52.9,36.9,50.3,87.2,59.1,68.7,Moderate
261,Osun,Urban,2704016,379,0.46,8.33,46.0,64.4,90.1,29.8,98.5,47.1,118.5,64.1,Moderate
262,Ebonyi,Rural,788544,275,2.74,6.11,54.4,50.4,73.8,20.3,48.9,80.1,24.4,82.5,High
263,Katsina,Urban,200291,18,2.17,7.79,35.5,97.0,56.4,22.5,43.8,49.5,6.6,78.9,High
264,Kano,Rural,3874587,1075,2.21,3.36,59.6,60.3,38.9,44.9,70.6,33.2,99.7,60.2,Moderate
265,Nasarawa,Urban,1966111,469,2.11,4.39,75.7,98.7,53.6,78.6,54.8,34.9,114.0,64.1,Moderate
266,Imo,Urban,452320,231,2.56,2.01,62.9,74.8,41.7,43.8,74.9,23.0,105.8,62.6,Moderate
267,Abia,Rural,3580525,216,2.3,0.73,59.2,64.6,56.2,55.6,62.7,32.1,84.9,59.1,Moderate
268,Benue,Rural,1716368,419,2.34,3.6,52.3,48.1,87.3,26.8,79.6,29.3,18.1,75.2,High
269,Oyo,Rural,2017172,15,2.73,10.06,82.8,61.1,58.3,30.4,67.8,91.9,84.1,88.3,High
270,Imo,Urban,3881507,616,0.09,1.52,11.2,73.9,64.1,81.7,83.8,25.9,88.2,36.1,Low
271,Akwa Ibom,Urban,1210936,359,0.96,1.08,69.5,91.6,88.8,43.4,76.7,53.7,18.3,68.4,Moderate
272,Osun,Rural,3285616,989,1.18,10.79,81.3,55.8,80.6,44.2,53.6,29.0,51.0,75.1,High
273,Oyo,Rural,1570523,787,2.81,7.96,68.1,46.7,78.0,23.8,95.0,32.6,52.8,85.5,High
274,Ondo,Urban,581301,545,2.74,7.53,73.6,91.9,80.2,78.0,63.3,58.6,107.1,79.8,High
275,Sokoto,Urban,3680991,519,2.31,0.64,74.1,71.0,81.3,67.0,45.5,95.5,105.4,66.6,Moderate
276,Rivers,Rural,4209364,348,1.71,8.13,55.2,48.8,87.0,78.0,72.3,20.9,112.5,63.5,Moderate
277,Osun,Rural,4856965,927,0.31,6.15,22.0,97.2,33.5,34.5,74.4,51.9,32.0,55.6,Moderate
278,Bayelsa,Rural,4314246,1161,0.35,6.23,28.2,97.9,81.4,21.2,57.8,22.8,68.1,59.7,Moderate
279,Oyo,Rural,3846117,243,0.76,8.22,80.9,61.4,33.7,34.5,61.4,64.3,76.3,63.8,Moderate
280,Ebonyi,Rural,1228173,848,0.39,8.08,2.2,61.0,73.7,72.0,67.8,49.5,17.2,54.3,Low
281,Niger,Urban,4989305,262,0.42,7.52,17.6,94.9,57.1,49.7,83.9,76.6,17.4,63.3,Moderate
282,Oyo,Urban,4903265,365,2.71,5.68,56.7,96.4,39.3,52.4,66.6,23.8,112.6,68.5,Moderate
283,Gombe,Rural,3387575,712,2.57,1.98,34.2,75.4,90.9,52.8,56.5,97.4,110.3,68.8,Moderate
284,Yobe,Urban,1735179,439,3.4,5.71,13.1,64.4,78.3,68.6,50.6,75.4,104.0,71.0,Moderate
285,Katsina,Urban,3004784,1161,2.2,3.84,30.7,79.7,97.7,62.3,96.1,59.8,84.8,70.8,Moderate
286,Sokoto,Urban,261998,790,1.71,7.06,57.4,64.6,81.6,74.7,49.7,86.9,98.0,68.0,Moderate
287,Kaduna,Urban,4589680,76,0.55,8.21,18.6,84.3,41.1,38.6,47.3,86.3,84.4,55.9,Moderate
288,Kaduna,Urban,3250947,803,1.29,5.7,53.1,79.9,68.8,34.6,74.7,50.7,63.8,68.2,Moderate
289,Ondo,Urban,3134836,1129,1.49,9.56,58.9,97.0,33.7,68.3,44.0,88.6,104.0,66.7,Moderate
290,Borno,Rural,390864,887,2.6,2.76,62.2,51.4,61.0,83.9,35.1,96.0,89.5,63.4,Moderate
291,Anambra,Rural,4165039,1182,1.01,3.54,15.4,89.9,30.4,50.3,94.7,23.2,111.8,46.1,Low
292,Nasarawa,Urban,2981004,463,1.95,1.34,60.7,71.0,96.0,53.8,84.3,32.6,67.5,67.7,Moderate
293,Abia,Urban,2952519,922,3.1,8.13,29.5,57.3,95.6,60.2,62.8,64.3,91.5,78.8,High
294,Imo,Rural,257246,1068,0.88,7.89,78.2,54.4,32.8,77.6,56.3,82.9,18.0,63.4,Moderate
295,Ebonyi,Urban,599217,441,2.89,4.81,68.6,66.3,33.0,78.4,43.3,60.6,114.0,63.9,Moderate
296,Bauchi,Urban,249254,950,2.36,9.4,73.8,65.0,37.2,55.0,78.5,97.1,94.1,77.9,High
297,Ondo,Rural,3682477,657,2.52,0.94,8.1,50.5,47.4,24.6,86.7,92.0,51.9,62.9,Moderate
298,Rivers,Urban,2481325,627,0.11,8.24,46.4,77.8,72.7,69.1,70.4,75.4,13.3,63.8,Moderate
299,Taraba,Rural,1258593,620,2.14,3.74,78.9,62.5,86.7,22.0,40.8,37.4,90.9,72.2,Moderate
300,Abia,Rural,4555957,1131,2.39,11.01,68.0,83.0,55.7,81.7,68.2,63.9,19.2,84.0,High
301,FCT,Rural,1680126,244,3.32,4.0,64.1,93.3,53.7,46.8,74.6,60.5,23.5,84.5,High
302,Bauchi,Rural,873781,414,0.68,9.7,72.7,90.2,94.3,84.6,61.8,63.4,38.4,73.9,Moderate
303,Ondo,Rural,2614191,322,2.55,6.1,29.5,47.6,75.2,26.5,72.7,91.1,41.5,77.7,High
304,Kwara,Urban,2831351,992,2.0,4.69,28.3,65.3,30.3,36.0,45.3,78.4,55.2,61.0,Moderate
305,Taraba,Urban,2258172,166,1.65,4.63,27.4,72.5,42.1,59.4,88.1,87.8,21.1,64.7,Moderate
306,Imo,Rural,1296823,759,2.56,10.76,72.5,77.3,86.1,57.6,83.1,36.8,9.2,92.2,High
307,Gombe,Urban,4362891,297,1.4,10.75,50.9,90.6,39.2,52.6,36.2,48.7,6.2,72.4,Moderate
308,Plateau,Urban,577317,551,1.59,2.56,80.7,78.9,96.8,67.8,63.4,48.3,30.2,71.8,Moderate
309,Katsina,Urban,4423592,570,1.32,0.99,19.2,93.6,54.9,50.5,61.4,23.7,117.8,46.3,Low
310,Lagos,Urban,4381640,841,2.93,3.53,47.2,50.3,75.1,43.7,75.1,86.0,64.4,75.8,High
311,Jigawa,Urban,1310307,392,1.27,10.48,42.4,68.4,71.7,52.6,39.6,33.1,13.9,70.6,Moderate
312,Ebonyi,Rural,238291,509,0.59,7.42,69.8,79.0,58.6,41.5,37.8,73.3,60.1,64.7,Moderate
313,Nasarawa,Urban,2427789,185,0.2,7.1,15.4,77.1,32.7,57.2,33.9,40.4,25.7,46.7,Low
314,Rivers,Rural,1456951,711,0.8,7.48,41.1,68.4,45.1,46.7,39.8,66.0,93.3,55.2,Moderate
315,Delta,Urban,1538325,984,3.23,7.36,7.7,62.3,39.1,21.1,66.1,91.8,83.7,74.6,Moderate
316,Abia,Rural,4429224,871,3.16,7.4,74.9,71.4,81.9,26.1,75.5,91.3,67.0,93.5,High
317,Zamfara,Urban,3619263,284,1.33,1.0,46.0,53.5,85.4,71.3,56.3,66.5,90.3,53.2,Low
318,Abia,Urban,4410078,24,0.93,9.31,77.5,44.9,71.3,55.3,47.8,20.4,90.5,62.2,Moderate
319,Zamfara,Rural,2361569,823,1.34,2.86,68.8,64.1,37.4,47.7,70.4,40.6,66.7,57.1,Moderate
320,Nasarawa,Urban,1048963,480,2.65,5.25,67.1,68.5,55.5,56.1,47.5,44.2,44.6,73.1,Moderate
321,Ebonyi,Rural,94381,196,1.59,8.54,15.4,52.7,57.6,42.0,68.0,75.1,86.3,63.0,Moderate
322,Nasarawa,Rural,532034,368,2.89,5.92,51.8,45.2,48.2,44.1,72.0,77.2,112.0,70.5,Moderate
323,FCT,Urban,352502,746,2.26,5.55,18.7,78.8,85.5,38.6,32.3,67.4,64.3,70.1,Moderate
324,Bauchi,Urban,4660317,592,0.88,0.5,15.1,98.8,83.8,43.0,57.3,66.3,64.5,54.5,Low
325,Abia,Rural,1518298,843,2.56,6.93,50.4,60.5,86.3,34.7,96.5,55.9,51.5,82.9,High
326,Imo,Rural,3213178,1163,1.8,6.92,43.8,60.1,38.1,53.4,47.8,62.5,96.2,59.7,Moderate
327,Lagos,Urban,1978793,656,1.72,3.3,30.2,85.8,77.0,78.3,89.5,58.1,34.6,65.1,Moderate
328,Yobe,Urban,4047636,652,1.47,4.56,46.5,81.3,48.2,38.7,57.5,79.2,44.3,65.7,Moderate
329,Imo,Urban,1972732,425,1.27,10.78,24.3,95.9,77.1,79.1,64.4,35.8,89.6,65.5,Moderate
330,Taraba,Urban,4095759,770,2.93,10.12,31.6,86.0,38.3,25.1,95.9,58.9,5.8,88.1,High
331,FCT,Urban,504227,1086,2.19,6.16,83.8,92.9,89.9,51.9,97.9,92.4,37.2,90.3,High
332,Osun,Rural,120620,34,2.81,6.0,46.9,69.6,57.2,64.6,42.1,97.1,85.3,72.4,Moderate
333,Kebbi,Rural,1592779,1031,2.38,4.86,10.4,61.3,89.5,32.2,48.1,41.3,115.2,63.3,Moderate
334,Benue,Rural,2028077,1147,1.51,5.32,64.4,61.5,57.6,49.3,69.4,97.4,83.9,67.1,Moderate
335,Sokoto,Rural,4132066,624,1.54,4.88,14.1,96.6,40.3,72.4,42.2,59.5,119.5,49.9,Low
336,Kebbi,Rural,3077968,747,0.92,10.37,6.0,45.8,41.3,34.0,47.5,86.3,16.1,61.5,Moderate
337,Taraba,Urban,2437471,737,1.98,11.22,23.4,41.2,38.4,76.4,96.5,35.7,71.2,63.4,Moderate
338,Kebbi,Rural,4845243,838,1.17,6.37,66.3,66.4,35.4,59.9,62.0,95.6,104.8,60.0,Moderate
339,Ondo,Rural,4973439,1076,2.98,1.32,15.4,53.5,51.9,38.9,48.5,70.9,36.2,64.2,Moderate
340,Ebonyi,Rural,914104,205,3.38,5.26,17.3,41.4,80.2,63.0,94.9,75.4,14.2,79.4,High
341,Lagos,Rural,1973977,516,0.27,10.6,47.5,41.6,57.4,69.7,35.7,40.7,22.9,56.2,Moderate
342,Osun,Rural,4651531,921,2.59,5.6,12.5,71.1,41.8,22.3,54.6,92.3,104.4,66.6,Moderate
343,Taraba,Rural,2962258,996,0.52,11.41,46.8,74.9,61.5,68.7,90.5,54.4,78.6,64.8,Moderate
344,Kogi,Rural,3985917,1105,1.91,9.75,38.7,61.6,47.9,39.7,30.0,84.4,102.5,67.2,Moderate
345,Kwara,Urban,3503890,1158,0.08,11.1,80.6,68.1,30.6,48.0,50.2,38.3,5.8,64.2,Moderate
346,Jigawa,Rural,4512271,560,1.56,3.37,61.3,78.1,87.2,34.3,35.5,69.4,64.4,69.0,Moderate
347,Adamawa,Urban,466343,1105,1.47,10.32,17.1,57.1,73.9,60.2,48.8,69.2,26.6,68.6,Moderate
348,Niger,Rural,4230846,770,0.13,11.68,25.4,47.4,60.3,20.5,36.2,21.2,30.0,58.1,Moderate
349,Ekiti,Rural,3250903,35,1.65,9.6,29.4,89.8,95.7,23.6,83.5,25.6,59.1,79.0,High
350,Sokoto,Urban,4016348,806,0.47,9.33,22.7,85.5,60.6,67.9,32.3,56.4,93.7,53.2,Low
351,Ekiti,Rural,486941,456,2.4,4.09,28.8,77.1,32.9,80.9,65.9,40.0,78.4,56.7,Moderate
352,Oyo,Urban,3165517,193,3.41,3.21,38.0,40.9,84.8,58.0,57.3,39.2,116.4,67.3,Moderate
353,Taraba,Urban,1105517,1009,0.91,6.25,58.9,60.0,96.9,69.4,34.1,48.1,22.7,64.8,Moderate
354,Cross River,Rural,381253,1003,0.85,11.79,67.5,84.6,85.6,48.5,43.3,74.5,46.2,78.7,High
355,Yobe,Urban,627778,1097,2.49,6.93,47.0,68.9,69.1,55.3,52.3,57.0,104.8,70.4,Moderate
356,Kwara,Urban,2740177,139,0.58,3.9,23.9,61.7,30.0,61.5,56.2,34.7,7.2,46.0,Low
357,Borno,Urban,4438924,146,2.32,6.7,34.2,70.9,64.3,55.8,72.3,45.5,78.7,68.8,Moderate
358,Plateau,Rural,461760,760,0.2,11.28,16.8,41.8,37.4,32.5,32.2,70.7,49.7,53.2,Low
359,Kwara,Rural,3145972,129,0.81,8.76,3.1,94.3,75.2,80.3,87.4,57.0,78.5,59.2,Moderate
360,Taraba,Rural,1639309,405,2.89,3.56,5.4,44.2,51.0,81.4,96.3,27.7,88.4,55.6,Moderate
361,Osun,Rural,923274,351,1.87,3.36,53.9,50.6,81.7,47.0,37.3,70.5,46.2,66.3,Moderate
362,Katsina,Rural,3508986,891,2.78,6.82,43.9,78.8,66.8,59.0,94.4,91.3,68.3,81.0,High
363,Nasarawa,Urban,340773,592,2.9,4.22,22.0,72.2,55.9,55.8,81.4,48.4,57.0,69.0,Moderate
364,Jigawa,Urban,840937,87,2.11,6.45,84.5,57.8,50.7,34.4,89.0,21.7,99.5,71.3,Moderate
365,Enugu,Urban,2773714,998,1.64,2.3,24.0,92.5,47.2,36.7,50.7,65.1,70.4,57.8,Moderate
366,Bayelsa,Urban,2855063,722,0.65,10.0,59.2,74.0,92.6,58.7,50.7,77.7,71.3,70.7,Moderate
367,Lagos,Urban,2606708,1083,3.09,5.49,79.2,47.1,83.2,68.6,88.6,93.4,77.9,83.5,High
368,Zamfara,Urban,1912989,894,0.19,6.71,14.4,69.6,45.2,23.3,80.5,51.0,56.2,52.9,Low
369,Cross River,Urban,4084270,1155,1.05,5.03,13.0,44.9,69.4,23.2,57.5,26.7,62.7,53.4,Low
370,Zamfara,Urban,993968,857,0.73,5.05,49.4,73.1,98.8,54.1,46.7,41.0,54.5,61.7,Moderate
371,Ondo,Urban,3744875,101,1.51,4.51,28.6,75.0,31.7,39.8,98.1,68.7,118.9,56.3,Moderate
372,Delta,Rural,165203,713,3.24,3.19,58.9,49.2,80.3,25.6,81.0,39.2,76.4,78.1,High
373,Oyo,Urban,204254,781,2.44,1.78,39.4,41.3,44.4,55.0,44.1,61.3,34.7,59.0,Moderate
374,Abia,Urban,3310191,565,2.06,8.13,5.6,50.0,49.6,71.3,72.6,24.2,80.3,56.4,Moderate
375,Benue,Rural,4115640,1098,2.34,11.0,31.9,46.4,50.2,77.4,56.7,97.4,63.5,71.7,Moderate
376,Ebonyi,Urban,2959000,730,0.35,2.79,82.2,73.1,79.2,22.6,93.6,44.1,61.3,64.3,Moderate
377,Adamawa,Rural,1942324,320,1.28,3.98,84.7,97.7,49.0,24.0,47.8,50.6,120.0,64.1,Moderate
378,Zamfara,Urban,3627447,649,1.23,5.02,13.4,83.1,65.9,64.1,90.2,74.2,53.0,60.9,Moderate
379,Sokoto,Urban,3657640,307,3.19,4.29,47.0,52.2,39.6,55.2,85.2,88.1,40.5,75.1,High
380,Adamawa,Rural,3523220,852,2.31,7.0,15.1,44.0,66.8,66.8,42.7,86.3,21.7,67.5,Moderate
381,Jigawa,Urban,1997688,482,1.1,9.07,70.2,77.6,80.9,29.9,43.0,30.4,8.0,77.0,High
382,Plateau,Rural,1203540,345,2.42,4.63,59.1,68.1,64.7,59.3,79.1,49.5,103.0,68.5,Moderate
383,Bauchi,Urban,3734991,1013,0.72,0.87,65.5,40.9,48.6,46.8,81.2,98.1,92.1,51.2,Low
384,Zamfara,Urban,4417521,233,2.42,10.47,75.7,65.2,83.6,59.5,86.9,76.9,50.3,89.4,High
385,Anambra,Urban,2492589,910,1.61,10.01,5.5,98.8,65.8,45.7,80.7,64.1,64.4,71.8,Moderate
386,Ondo,Urban,4249821,241,1.42,4.0,70.7,67.2,59.1,59.9,33.8,60.8,21.4,64.3,Moderate
387,Ekiti,Rural,806481,522,0.67,7.23,76.2,72.2,57.1,41.0,31.7,55.8,108.1,59.6,Moderate
388,Lagos,Urban,3226586,1137,1.17,7.96,61.1,49.7,80.6,25.9,78.7,70.1,14.8,76.9,High
389,Niger,Rural,2646427,923,1.36,9.33,77.7,73.4,75.5,29.8,89.9,34.1,86.9,77.0,High
390,Abia,Rural,2045468,454,1.05,2.58,76.6,96.7,30.2,69.8,30.8,59.3,62.3,54.5,Low
391,Enugu,Urban,1600550,313,2.08,5.97,36.0,44.7,71.4,35.9,67.8,69.0,69.1,68.7,Moderate
392,Edo,Urban,2435556,1182,0.24,4.51,14.1,41.9,69.9,59.2,52.8,26.9,17.5,45.3,Low
393,Bauchi,Rural,4667686,142,2.77,2.54,39.8,74.2,94.3,26.1,50.7,49.1,48.6,76.1,High
394,Sokoto,Urban,4107259,598,1.06,2.05,59.7,56.2,66.4,54.1,78.0,68.4,17.6,61.6,Moderate
395,Plateau,Rural,1559171,486,1.52,10.25,23.6,73.9,73.0,80.3,72.4,59.2,88.9,65.6,Moderate
396,Niger,Urban,2850052,726,2.49,11.76,2.1,41.4,73.2,27.7,88.5,83.2,119.9,75.2,High
397,Abia,Urban,2845779,709,1.98,7.83,2.9,51.9,49.4,71.4,51.2,60.0,42.3,59.1,Moderate
398,Akwa Ibom,Urban,4089077,328,1.42,7.04,81.7,89.1,43.4,74.2,93.6,57.8,59.6,70.5,Moderate
399,Katsina,Urban,1797032,1192,2.21,10.76,46.6,59.8,84.1,46.9,81.2,86.0,39.4,85.8,High
400,Ebonyi,Rural,1621848,249,2.41,9.69,75.7,60.9,96.9,38.2,32.2,97.7,77.0,87.5,High
401,Kano,Urban,4454861,629,3.03,9.14,60.5,58.6,32.2,46.9,64.3,38.8,57.0,77.3,High
402,Kebbi,Rural,4442509,645,0.65,4.8,5.1,51.9,36.4,52.9,85.1,91.5,22.7,51.3,Low
403,Sokoto,Urban,84476,646,2.73,2.15,74.4,88.5,94.7,64.0,39.2,77.2,57.8,78.4,High
404,Zamfara,Rural,1810313,667,3.27,8.4,51.3,45.1,62.2,23.0,65.9,72.1,40.9,86.3,High
405,Yobe,Urban,1782896,1121,0.74,3.8,46.2,85.6,76.3,37.7,40.9,29.0,115.2,53.2,Low
406,Ondo,Urban,1141139,69,1.26,4.16,13.7,81.6,49.5,35.9,34.9,68.4,44.0,56.4,Moderate
407,Ondo,Rural,2670942,690,1.67,8.27,10.8,43.2,59.4,31.6,71.1,66.8,101.2,61.3,Moderate
408,Osun,Urban,3871717,645,2.87,8.7,57.7,71.5,97.2,69.1,62.1,30.4,98.5,79.9,High
409,Kebbi,Rural,3852413,1008,2.41,8.67,40.6,53.7,45.4,76.0,72.6,92.1,50.1,72.1,Moderate
410,Benue,Rural,4715323,155,0.15,5.97,31.2,67.2,41.8,69.9,71.7,30.1,16.8,48.6,Low
411,Ogun,Rural,4808112,710,2.78,6.63,35.3,64.4,72.8,55.6,97.2,50.3,44.2,77.9,High
412,Yobe,Urban,3784744,370,1.93,3.22,57.0,44.6,94.2,57.3,63.6,66.8,58.2,67.9,Moderate
413,Enugu,Urban,4921834,10,1.11,5.17,51.7,80.4,71.2,73.3,52.6,71.0,12.1,65.6,Moderate
414,Kano,Rural,2937900,192,2.66,8.1,39.6,57.2,72.5,49.1,44.2,89.3,39.5,79.1,High
415,Yobe,Rural,970216,587,2.06,7.53,44.4,90.0,88.8,24.1,92.2,96.5,5.1,90.4,High
416,Oyo,Urban,1628961,1147,3.04,3.21,60.3,63.3,52.0,44.9,56.3,63.1,81.2,71.4,Moderate
417,Plateau,Rural,1188969,183,1.38,11.13,71.7,49.1,98.8,63.6,39.3,25.7,6.8,77.5,High
418,Ondo,Rural,3030533,472,0.52,9.77,73.4,92.7,78.0,80.5,73.0,55.9,53.8,70.3,Moderate
419,Akwa Ibom,Rural,3141861,241,0.69,7.45,50.0,90.0,46.3,52.6,58.3,63.1,47.2,62.4,Moderate
420,Sokoto,Urban,2107149,977,2.05,11.56,8.6,83.1,66.3,75.9,81.8,42.1,64.4,71.3,Moderate
421,Abia,Rural,3858719,1059,2.23,8.13,57.5,80.4,67.2,57.7,72.3,91.4,66.5,79.7,High
422,Kano,Rural,565209,979,3.18,7.1,29.5,60.8,97.5,39.2,41.6,74.9,73.7,81.5,High
423,Jigawa,Rural,1161815,585,2.04,7.09,56.5,57.2,80.9,21.8,63.4,30.0,13.8,78.7,High
424,Gombe,Rural,1566737,1090,1.0,3.45,63.5,75.6,92.8,68.0,75.5,49.2,25.2,66.3,Moderate
425,Gombe,Rural,1453273,441,3.02,4.44,9.0,48.6,94.4,30.0,64.2,98.5,93.6,74.2,Moderate
426,Taraba,Urban,3235999,808,2.04,10.18,6.5,55.6,86.5,23.4,62.0,57.6,59.8,74.7,Moderate
427,Akwa Ibom,Urban,4506811,734,1.69,2.17,74.2,40.7,94.0,49.2,76.8,96.0,83.5,68.9,Moderate
428,Gombe,Urban,4411676,701,3.35,5.47,78.2,90.6,53.1,37.4,36.8,71.7,50.0,85.8,High
429,Kogi,Urban,2426467,525,2.39,11.92,28.0,40.6,30.6,24.4,58.4,61.5,83.8,71.2,Moderate
430,Borno,Urban,1139741,779,0.72,0.77,9.6,95.4,75.3,74.3,95.6,70.4,86.4,49.1,Low
431,Osun,Rural,3631796,672,2.31,10.85,49.0,97.1,91.8,65.2,47.5,56.9,112.7,79.9,High
432,Bauchi,Rural,1733334,814,0.94,9.48,25.0,43.7,56.8,84.7,47.8,84.2,25.5,58.6,Moderate
433,Bauchi,Urban,4842785,523,0.67,6.16,13.9,85.4,45.1,61.8,93.0,76.5,16.9,58.9,Moderate
434,Nasarawa,Urban,4373345,1014,2.73,0.72,43.3,78.5,30.1,22.5,56.9,32.0,42.9,64.2,Moderate
435,Borno,Rural,2847095,630,1.7,5.14,62.4,87.9,34.8,34.7,56.5,74.5,94.7,65.6,Moderate
436,Ekiti,Urban,4701277,90,1.43,7.77,81.6,45.3,66.9,82.5,35.6,56.3,93.1,62.2,Moderate
437,Ekiti,Urban,349458,405,3.39,8.1,26.8,63.0,37.4,64.8,63.6,89.9,55.4,76.5,High
438,Adamawa,Urban,2896129,124,0.14,11.96,21.8,62.9,84.7,61.8,64.5,96.2,98.4,61.5,Moderate
439,FCT,Urban,359352,299,1.22,8.79,35.7,52.5,75.1,54.0,94.9,88.7,66.7,69.5,Moderate
440,Benue,Rural,1481846,140,1.74,0.72,77.3,76.5,46.7,62.2,31.0,70.0,109.0,55.4,Moderate
441,Nasarawa,Rural,1063364,1189,2.87,1.72,43.3,87.2,45.2,72.3,59.4,84.1,118.0,62.8,Moderate
442,Ebonyi,Rural,4692320,347,1.93,4.2,82.1,52.6,33.1,31.3,34.4,41.6,92.1,61.0,Moderate
443,Abia,Urban,1555024,192,1.56,11.15,5.4,45.9,88.5,59.8,83.7,21.2,61.0,66.1,Moderate
444,Ondo,Rural,2057005,367,2.49,7.33,25.5,80.9,84.7,50.9,38.8,31.3,36.2,74.2,Moderate
445,Gombe,Urban,1035727,1095,2.16,0.93,16.9,69.5,95.6,60.8,84.0,47.5,5.5,66.8,Moderate
446,Borno,Urban,4029663,1028,3.42,7.62,73.6,98.2,65.0,50.2,73.2,36.4,11.1,93.2,High
447,Akwa Ibom,Urban,490037,1110,0.66,8.21,5.6,78.0,49.7,48.3,53.1,83.6,92.2,53.8,Low
